locus_tag	old_locus_tag	start	end	width	category	category_name	big_category	big_category_name
SACI_RS05860	Saci_1229	1045922	1046425	503	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS05865	Saci_1230	1046719	1047375	656	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS05870	Saci_1231	1047426	1049072	1646	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS05875	Saci_1232	1049193	1049960	767	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS05880	Saci_1233	1050009	1050542	533	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS05885	Saci_1234	1050711	1051121	410	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS05890	Saci_1235	1052045	1052290	245	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS05895	Saci_1236	1052274	1052666	392	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS05900	Saci_1237	1053492	1053824	332	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS05905	Saci_1238	1053870	1054493	623	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS05910	Saci_1239	1054659	1055411	752	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS05915	Saci_1240	1055391	1056674	1283	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS05920	Saci_1241	1056679	1057101	422	NA	NA	NA	NA
SACI_RS05925	Saci_1242	1057460	1057792	332	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS05930	Saci_1243	1057796	1058398	602	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS05935	Saci_1244	1058408	1059379	971	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS05940	Saci_1245	1059369	1060346	977	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS05945	Saci_1246	1060333	1061529	1196	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS05950	Saci_1247	1061544	1062254	710	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS05955	Saci_1248	1062400	1062597	197	NA	NA	NA	NA
SACI_RS05960	Saci_1249	1062587	1063921	1334	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS05965	Saci_1250	1063958	1065688	1730	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS05970	Saci_1251	1065709	1066101	392	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS05975	Saci_1252	1066194	1066739	545	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS05980	Saci_1253	1066756	1067550	794	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS05985	Saci_1254	1067595	1068164	569	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS05990	Saci_1255	1068374	1068949	575	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS05995	Saci_1256	1069002	1070189	1187	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS06000	Saci_1257	1070415	1070813	398	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06005	Saci_1258	1071070	1071144	74	NA	NA	NA	NA
SACI_RS06010		1071231	1071434	203	NA	NA	NA	NA
SACI_RS06015	Saci_1259	1071421	1072116	695	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06020	Saci_1260	1072375	1072842	467	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06025	Saci_1261	1072839	1074488	1649	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06030	Saci_1262	1074526	1075509	983	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06035	Saci_1264	1075509	1076225	716	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06040	Saci_1265	1076212	1077225	1013	C	Energy production and conversion	3	METABOLISM
SACI_RS06045	Saci_1266	1077222	1078061	839	C	Energy production and conversion	3	METABOLISM
SACI_RS06050	Saci_1267	1078027	1079067	1040	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06055	Saci_1268	1079083	1079156	73	NA	NA	NA	NA
SACI_RS06060	Saci_1269	1079374	1079973	599	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS06065	Saci_1270	1080419	1081312	893	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS06070	Saci_1271	1081580	1082233	653	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06075	Saci_1272	1082226	1083023	797	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06080	Saci_1273	1083439	1083512	73	NA	NA	NA	NA
SACI_RS06085	Saci_1274	1083596	1085860	2264	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS11640		1085849	1086019	170	NA	NA	NA	NA
SACI_RS06090	Saci_1275	1086016	1086807	791	NA	NA	NA	NA
SACI_RS06095	Saci_1276	1086809	1087009	200	NA	NA	NA	NA
SACI_RS06100	Saci_1277	1087006	1087293	287	NA	NA	NA	NA
SACI_RS06105	Saci_1278	1087280	1087741	461	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06110	Saci_1279	1087731	1088699	968	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06115	Saci_1280	1088665	1089402	737	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06120	Saci_1281	1089433	1090197	764	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06125	Saci_1282	1090238	1091113	875	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS06130	Saci_1283	1091110	1092015	905	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06135	Saci_1284	1092015	1092893	878	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06140	Saci_1285	1092874	1093311	437	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06145	Saci_1286	1093311	1093811	500	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS06150	Saci_1287	1093875	1094462	587	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06155	Saci_1288	1094422	1095672	1250	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06160	Saci_1289	1095657	1096265	608	T	Signal transduction mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06165	Saci_1290	1096249	1096458	209	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06170	Saci_1291	1096644	1096740	96	NA	NA	NA	NA
SACI_RS11650	Saci_1292	1096722	1098830	2108	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06180	Saci_1293	1099037	1099783	746	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06185	Saci_1294	1099786	1100475	689	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06190	Saci_1295	1100509	1100910	401	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06195	Saci_1296	1101172	1101879	707	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06200		1101884	1103296	1412	NA	NA	NA	NA
SACI_RS06205	Saci_1298	1103293	1103835	542	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06210	Saci_1299	1103895	1106933	3038	NA	NA	NA	NA
SACI_RS06215	Saci_1300	1107135	1108628	1493	NA	NA	NA	NA
SACI_RS06220	Saci_1301	1108924	1109586	662	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS06225	Saci_1302	1109624	1110925	1301	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06230	Saci_1303	1111007	1111090	83	NA	NA	NA	NA
SACI_RS06235	Saci_1304	1111101	1112507	1406	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06240	Saci_1305	1112548	1112823	275	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06245	Saci_1306	1112829	1113512	683	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS06250	Saci_1307	1113548	1113727	179	NA	NA	NA	NA
SACI_RS06255	Saci_1308	1113836	1114633	797	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS06260	Saci_1309	1114630	1115706	1076	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06265	Saci_1310	1115675	1117009	1334	U	Intracellular trafficking, secretion, and vesicular transport	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06270	Saci_1311	1117011	1117406	395	NA	NA	NA	NA
SACI_RS06275	Saci_1314	1117749	1118909	1160	NA	NA	NA	NA
SACI_RS06280	Saci_1315	1118906	1120504	1598	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06285	Saci_1316	1120540	1121475	935	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06290	Saci_1317	1121472	1122920	1448	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06295	Saci_1319	1123028	1123243	215	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06300	Saci_1320	1123338	1126142	2804	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06305	Saci_1321	1126245	1126517	272	NA	NA	NA	NA
SACI_RS06310		1126482	1129943	3461	NA	NA	NA	NA
SACI_RS06315	Saci_1322	1130260	1130553	293	NA	NA	NA	NA
SACI_RS06320	Saci_1323	1130638	1130964	326	NA	NA	NA	NA
SACI_RS06325	Saci_1324	1130939	1131214	275	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06330	Saci_1325	1131307	1131816	509	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06340	Saci_1327	1133361	1133738	377	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06345	Saci_1328	1133783	1134115	332	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS06350	Saci_1329	1134099	1134392	293	NA	NA	NA	NA
SACI_RS06355	Saci_1330	1134394	1135824	1430	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06360	Saci_1331	1135870	1136946	1076	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06365	Saci_1332	1137037	1137600	563	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS06370	Saci_1333	1137603	1138289	686	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06375	Saci_1334	1138274	1139029	755	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06380	Saci_1335	1139076	1139840	764	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06385	Saci_1336	1139910	1140488	578	NA	NA	NA	NA
SACI_RS06390	Saci_1337	1140518	1140745	227	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06395	Saci_1338	1140735	1141796	1061	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06400	Saci_1339	1141768	1142709	941	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06405	Saci_1340	1142977	1143249	272	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06410	Saci_1341	1143246	1144121	875	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06415	Saci_1342	1144185	1144559	374	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06420	Saci_1343	1144536	1145684	1148	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06425	Saci_1344	1145671	1146588	917	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06430	Saci_1345	1146572	1147000	428	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06435	Saci_1346	1147005	1147700	695	NA	NA	NA	NA
SACI_RS06440	Saci_1347	1147701	1148939	1238	NA	NA	NA	NA
SACI_RS06445	Saci_1348	1149000	1149164	164	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06450	Saci_1349	1149196	1150536	1340	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06455	Saci_1350	1150514	1152418	1904	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06460	Saci_1351	1152471	1153529	1058	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06465	Saci_1352	1153491	1153889	398	NA	NA	NA	NA
SACI_RS06470	Saci_1353	1153948	1156461	2513	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS06475	Saci_1354	1156623	1157369	746	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06480	Saci_1355	1157411	1158658	1247	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS06485	Saci_1356	1158645	1159676	1031	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS06490	Saci_1357	1159673	1160080	407	T	Signal transduction mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06495	Saci_1358	1160073	1161374	1301	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06500	Saci_1359	1161400	1162635	1235	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS06505	Saci_1360	1162619	1163032	413	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06510	Saci_1361	1163038	1164132	1094	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS06515	Saci_1362	1164132	1165178	1046	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS06520	Saci_1363	1165329	1165721	392	NA	NA	NA	NA
SACI_RS06525	Saci_1364	1165834	1166673	839	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06530	Saci_1365	1166821	1166915	94	NA	NA	NA	NA
SACI_RS06535	Saci_1366	1167095	1167616	521	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06540	Saci_1367	1167558	1168169	611	NA	NA	NA	NA
SACI_RS06545	Saci_1368	1168374	1169306	932	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS06550	Saci_1369	1169308	1170423	1115	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06555	Saci_1370	1170456	1170725	269	NA	NA	NA	NA
SACI_RS06560	Saci_1371	1170732	1172738	2006	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06565	Saci_1372	1172794	1173918	1124	NA	NA	NA	NA
SACI_RS06570	Saci_1373	1173921	1174706	785	D	Cell cycle control, cell division, chromosome partitioning	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06575	Saci_1374	1174724	1175440	716	NA	NA	NA	NA
SACI_RS06580	Saci_1376	1175606	1175854	248	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06585	Saci_1377	1175851	1177101	1250	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS06590	Saci_1378	1177140	1177451	311	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06595	Saci_1379	1177444	1177761	317	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06600	Saci_1380	1177748	1178161	413	U	Intracellular trafficking, secretion, and vesicular transport	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06605	Saci_1381	1178153	1179670	1517	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06610	Saci_1382	1179672	1181015	1343	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06615	Saci_1383	1181056	1182111	1055	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06620	Saci_1384	1182119	1182535	416	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06625	Saci_1385	1182535	1183281	746	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06630	Saci_1386	1183286	1183660	374	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06635	Saci_1387	1183734	1184735	1001	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS06640	Saci_1388	1184762	1185508	746	NA	NA	NA	NA
SACI_RS06645	Saci_1389	1185579	1187018	1439	NA	NA	NA	NA
SACI_RS06650	Saci_1390	1187019	1188188	1169	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06655	Saci_1391	1188258	1188389	131	NA	NA	NA	NA
SACI_RS06660	Saci_1392	1188389	1188479	90	NA	NA	NA	NA
SACI_RS06665	Saci_1393	1188647	1189630	983	C	Energy production and conversion	3	METABOLISM
SACI_RS06670	Saci_1395	1189756	1189830	74	NA	NA	NA	NA
SACI_RS06675	Saci_1396	1190366	1192222	1856	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06680	Saci_1397	1192276	1192473	197	NA	NA	NA	NA
SACI_RS06685	Saci_1398	1192460	1192849	389	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06690	Saci_1399	1192841	1193146	305	NA	NA	NA	NA
SACI_RS06695	Saci_1400	1193291	1193635	344	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06700	Saci_1401	1193673	1195349	1676	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06705	Saci_1402	1195473	1196213	740	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06710	Saci_1403	1196140	1196961	821	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06715	Saci_1404	1197002	1197292	290	NA	NA	NA	NA
SACI_RS06720	Saci_1405	1197528	1198247	719	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06725	Saci_1406	1198321	1199403	1082	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06730	Saci_1407	1199400	1200020	620	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06735	Saci_1408	1200053	1200973	920	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06740	Saci_1409	1200966	1202198	1232	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06745	Saci_1410	1202152	1202823	671	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06750	Saci_1411	1202820	1203872	1052	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06755	Saci_1412	1203857	1205200	1343	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06760	Saci_1413	1205197	1206375	1178	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06765	Saci_1414	1206477	1207928	1451	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS06770	Saci_1415	1207900	1208187	287	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06775	Saci_1416	1208272	1208931	659	NA	NA	NA	NA
SACI_RS06780	Saci_1417	1208995	1211373	2378	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS06785	Saci_1418	1211375	1211656	281	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06790	Saci_1419	1211613	1212689	1076	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS06795	Saci_1420	1212783	1213061	278	C	Energy production and conversion	3	METABOLISM
SACI_RS06800	Saci_1421	1213114	1214388	1274	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06805	Saci_1422	1214385	1215122	737	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06810	Saci_1423	1215112	1216158	1046	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06815	Saci_1424	1216145	1216744	599	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06820	Saci_1425	1216726	1218024	1298	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06825	Saci_1426	1218041	1218610	569	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06830	Saci_1427	1218615	1219361	746	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06835	Saci_1428	1219373	1220575	1202	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS06840	Saci_1430	1220593	1223088	2495	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06845	Saci_1431	1223089	1224078	989	C	Energy production and conversion	3	METABOLISM
SACI_RS06850	Saci_1432	1224053	1224445	392	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06855	Saci_1433	1224445	1224765	320	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS11925	Saci_1434	1224723	1225055	332	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06865	Saci_1435	1225027	1225245	218	NA	NA	NA	NA
SACI_RS06875	Saci_1439	1227546	1229687	2141	NA	NA	NA	NA
SACI_RS06880	Saci_1440	1229684	1231354	1670	NA	NA	NA	NA
SACI_RS11855		1231584	1231667	83	NA	NA	NA	NA
SACI_RS06885	Saci_1441	1231688	1232518	830	NA	NA	NA	NA
SACI_RS06890	Saci_1442	1232594	1233118	524	NA	NA	NA	NA
SACI_RS06895	Saci_1443	1233266	1233892	626	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06900		1234257	1234739	482	NA	NA	NA	NA
SACI_RS11930		1235099	1235239	140	NA	NA	NA	NA
SACI_RS06905	Saci_1445	1235415	1236089	674	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS12065	Saci_1446	1236349	1236489	140	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06910	Saci_1447	1236721	1238265	1544	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS06915	Saci_1448	1238237	1238593	356	NA	NA	NA	NA
SACI_RS06920	Saci_1449	1238806	1239951	1145	NA	NA	NA	NA
SACI_RS11660	Saci_1450	1240242	1240400	158	NA	NA	NA	NA
SACI_RS06925	Saci_1451	1240398	1240470	72	NA	NA	NA	NA
SACI_RS06930	Saci_1452	1240567	1240923	356	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06935	Saci_1453	1240959	1241050	91	NA	NA	NA	NA
SACI_RS06940	Saci_1454	1241078	1241686	608	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS06945	Saci_1455	1241676	1244399	2723	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06950	Saci_1456	1244440	1244757	317	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06955	Saci_1457	1244799	1245806	1007	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06960	Saci_1458	1245803	1246468	665	NA	NA	NA	NA
SACI_RS06965	Saci_1459	1246465	1246977	512	NA	NA	NA	NA
SACI_RS06970	Saci_1460	1246985	1247443	458	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06975	Saci_1461	1247457	1247654	197	U	Intracellular trafficking, secretion, and vesicular transport	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06980		1247670	1248779	1109	NA	NA	NA	NA
SACI_RS06985	Saci_1463	1248776	1249216	440	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS06990	Saci_1464	1249222	1249482	260	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS06995	Saci_1465	1249484	1250155	671	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07000	Saci_1466	1250152	1250541	389	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07005	Saci_1467	1250546	1250701	155	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07010	Saci_1468	1250698	1251048	350	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07015	Saci_1469	1251058	1251522	464	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07020	Saci_1470	1251589	1252761	1172	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS07025	Saci_1471	1252751	1253803	1052	NA	NA	NA	NA
SACI_RS07030	Saci_1472	1253865	1254854	989	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07035	Saci_1473	1254908	1255303	395	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07040	Saci_1474	1255303	1255524	221	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07045	Saci_1475	1255617	1256459	842	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS12070	Saci_1476	1256497	1256652	155	NA	NA	NA	NA
SACI_RS07050	Saci_1477	1256654	1257328	674	T	Signal transduction mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS12075	Saci_1478	1257300	1257464	164	NA	NA	NA	NA
SACI_RS07055	Saci_1479	1257537	1258478	941	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS07060	Saci_1480	1258456	1259553	1097	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07065	Saci_1481	1259620	1260249	629	NA	NA	NA	NA
SACI_RS07070	Saci_1482	1260273	1261175	902	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07075	Saci_1483	1261179	1262600	1421	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS07080	Saci_1484	1262708	1263322	614	NA	NA	NA	NA
SACI_RS07085	Saci_1485	1263309	1263734	425	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07090	Saci_1486	1263956	1264825	869	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07095	Saci_1487	1264852	1265859	1007	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07100	Saci_1488	1265859	1266368	509	NA	NA	NA	NA
SACI_RS07105	Saci_1489	1266365	1267336	971	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07110	Saci_1490	1267333	1268196	863	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07115	Saci_1491	1268394	1269269	875	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07120	Saci_1492	1269327	1269986	659	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07125	Saci_1493	1270248	1272275	2027	N	Cell motility	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07130	Saci_1494	1272319	1273728	1409	N	Cell motility	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07135	Saci_1495	1273709	1275175	1466	N	Cell motility	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07140	Saci_1496	1275200	1275631	431	N	Cell motility	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS11670		1275637	1276026	389	NA	NA	NA	NA
SACI_RS07145	Saci_1497	1276079	1276756	677	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07150	Saci_1498	1276832	1277431	599	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07155	Saci_1499	1277422	1278816	1394	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS07160	Saci_1500	1278857	1281487	2630	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS11675	Saci_1501	1281398	1281730	332	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS07165	Saci_1502	1281727	1282629	902	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS07170	Saci_1503	1282669	1283355	686	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07175	Saci_1504	1283410	1283802	392	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS07180	Saci_1505	1283789	1284115	326	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
